s,kg/s,m/s
 2.756E+01, 4.812E-02, 3.017E+00
 2.757E+01, 4.812E-02, 2.966E+00
 2.758E+01, 4.812E-02, 2.911E+00
 2.759E+01, 4.812E-02, 2.856E+00
 2.760E+01, 4.812E-02, 2.803E+00
 2.761E+01, 4.812E-02, 2.755E+00
 2.763E+01, 4.812E-02, 2.717E+00
 2.764E+01, 4.812E-02, 2.689E+00
 2.765E+01, 4.812E-02, 2.672E+00
 2.766E+01, 4.812E-02, 2.666E+00
 2.767E+01, 4.812E-02, 2.668E+00
 2.768E+01, 4.812E-02, 2.677E+00
 2.769E+01, 4.812E-02, 2.691E+00
 2.771E+01, 4.812E-02, 2.711E+00
 2.772E+01, 4.812E-02, 2.735E+00
 2.773E+01, 4.812E-02, 2.763E+00
 2.774E+01, 4.812E-02, 2.797E+00
 2.775E+01, 4.812E-02, 2.836E+00
 2.776E+01, 4.812E-02, 2.877E+00
 2.777E+01, 4.812E-02, 2.920E+00
 2.779E+01, 4.812E-02, 2.962E+00
 2.780E+01, 4.812E-02, 3.004E+00
 2.781E+01, 4.812E-02, 3.046E+00
 2.782E+01, 4.812E-02, 3.090E+00
 2.783E+01, 4.812E-02, 3.138E+00
 2.784E+01, 4.812E-02, 3.190E+00
 2.785E+01, 4.812E-02, 3.246E+00
 2.787E+01, 4.812E-02, 3.300E+00
 2.788E+01, 4.812E-02, 3.351E+00
 2.789E+01, 4.812E-02, 3.386E+00
 2.790E+01, 4.812E-02, 3.398E+00
 2.792E+01, 4.812E-02, 3.383E+00
 2.793E+01, 4.812E-02, 3.339E+00
 2.794E+01, 4.812E-02, 3.270E+00
 2.795E+01, 4.812E-02, 3.193E+00
 2.796E+01, 4.812E-02, 3.107E+00
 2.797E+01, 4.812E-02, 3.020E+00
 2.799E+01, 4.812E-02, 2.940E+00
 2.800E+01, 4.812E-02, 2.878E+00
 2.801E+01, 4.812E-02, 2.839E+00
 2.802E+01, 4.812E-02, 2.830E+00
 2.803E+01, 4.812E-02, 2.851E+00
 2.804E+01, 4.812E-02, 2.900E+00
 2.805E+01, 4.812E-02, 2.972E+00
 2.806E+01, 4.812E-02, 3.059E+00
 2.808E+01, 4.812E-02, 3.149E+00
 2.809E+01, 4.812E-02, 3.234E+00
 2.810E+01, 4.812E-02, 3.303E+00
 2.811E+01, 4.812E-02, 3.351E+00
 2.812E+01, 4.812E-02, 3.372E+00
 2.813E+01, 4.812E-02, 3.365E+00
 2.814E+01, 4.812E-02, 3.332E+00
 2.815E+01, 4.812E-02, 3.279E+00
 2.816E+01, 4.812E-02, 3.210E+00
 2.818E+01, 4.812E-02, 3.135E+00
 2.819E+01, 4.812E-02, 3.062E+00
 2.820E+01, 4.812E-02, 2.996E+00
 2.821E+01, 4.812E-02, 2.943E+00
 2.822E+01, 4.812E-02, 2.905E+00
 2.823E+01, 4.812E-02, 2.881E+00
 2.824E+01, 4.812E-02, 2.872E+00
 2.825E+01, 4.812E-02, 2.873E+00
 2.827E+01, 4.812E-02, 2.882E+00
 2.828E+01, 4.812E-02, 2.896E+00
 2.829E+01, 4.812E-02, 2.912E+00
 2.830E+01, 4.812E-02, 2.928E+00
 2.831E+01, 4.812E-02, 2.942E+00
 2.832E+01, 4.812E-02, 2.950E+00
 2.833E+01, 4.812E-02, 2.949E+00
 2.834E+01, 4.812E-02, 2.937E+00
 2.836E+01, 4.812E-02, 2.911E+00
 2.837E+01, 4.812E-02, 2.869E+00
 2.838E+01, 4.812E-02, 2.812E+00
 2.839E+01, 4.812E-02, 2.738E+00
 2.840E+01, 4.812E-02, 2.651E+00
 2.841E+01, 4.812E-02, 2.551E+00
 2.842E+01, 4.812E-02, 2.441E+00
 2.843E+01, 4.812E-02, 2.323E+00
 2.845E+01, 4.812E-02, 2.202E+00
 2.846E+01, 4.812E-02, 2.082E+00
 2.847E+01, 4.812E-02, 1.965E+00
 2.848E+01, 4.812E-02, 1.855E+00
 2.849E+01, 4.812E-02, 1.753E+00
 2.850E+01, 4.812E-02, 1.661E+00
 2.851E+01, 4.812E-02, 1.577E+00
 2.852E+01, 4.812E-02, 1.500E+00
 2.853E+01, 4.812E-02, 1.428E+00
 2.855E+01, 4.812E-02, 1.359E+00
 2.856E+01, 4.812E-02, 1.293E+00
 2.857E+01, 4.812E-02, 1.228E+00
 2.858E+01, 4.812E-02, 1.159E+00
 2.859E+01, 4.812E-02, 1.093E+00
 2.861E+01, 4.812E-02, 1.031E+00
 2.862E+01, 4.812E-02, 9.733E-01
 2.863E+01, 4.812E-02, 9.205E-01
 2.864E+01, 4.812E-02, 8.733E-01
 2.865E+01, 4.812E-02, 8.329E-01
 2.867E+01, 4.812E-02, 8.009E-01
 2.868E+01, 4.812E-02, 7.792E-01
 2.869E+01, 4.812E-02, 7.702E-01
 2.870E+01, 4.812E-02, 7.768E-01
 2.872E+01, 4.812E-02, 8.018E-01
 2.873E+01, 4.812E-02, 8.476E-01
 2.874E+01, 4.812E-02, 9.167E-01
 2.875E+01, 4.812E-02, 1.011E+00
 2.877E+01, 4.812E-02, 1.133E+00
 2.878E+01, 4.812E-02, 1.282E+00
 2.879E+01, 4.812E-02, 1.459E+00
 2.880E+01, 4.812E-02, 1.663E+00
 2.882E+01, 4.812E-02, 1.883E+00
 2.883E+01, 4.812E-02, 2.111E+00
 2.884E+01, 4.812E-02, 2.332E+00
 2.885E+01, 4.812E-02, 2.535E+00
 2.886E+01, 4.812E-02, 2.704E+00
 2.888E+01, 4.812E-02, 2.815E+00
 2.889E+01, 4.812E-02, 2.882E+00
 2.890E+01, 4.812E-02, 2.901E+00
 2.891E+01, 4.812E-02, 2.873E+00
 2.892E+01, 4.812E-02, 2.801E+00
 2.893E+01, 4.812E-02, 2.690E+00
 2.894E+01, 4.812E-02, 2.547E+00
 2.895E+01, 4.812E-02, 2.382E+00
 2.896E+01, 4.812E-02, 2.202E+00
 2.897E+01, 4.812E-02, 2.016E+00
 2.899E+01, 4.812E-02, 1.832E+00
 2.900E+01, 4.812E-02, 1.656E+00
 2.901E+01, 4.812E-02, 1.494E+00
 2.902E+01, 4.812E-02, 1.348E+00
 2.903E+01, 4.812E-02, 1.221E+00
 2.904E+01, 4.812E-02, 1.111E+00
 2.905E+01, 4.812E-02, 1.019E+00
 2.906E+01, 4.812E-02, 9.441E-01
 2.907E+01, 4.812E-02, 8.824E-01
 2.908E+01, 4.812E-02, 8.312E-01
 2.910E+01, 4.812E-02, 7.876E-01
 2.911E+01, 4.812E-02, 7.503E-01
 2.912E+01, 4.812E-02, 7.175E-01
 2.913E+01, 4.812E-02, 6.879E-01
 2.914E+01, 4.812E-02, 6.606E-01
 2.915E+01, 4.812E-02, 6.358E-01
 2.916E+01, 4.812E-02, 6.142E-01
 2.917E+01, 4.812E-02, 5.971E-01
 2.918E+01, 4.812E-02, 5.861E-01
 2.919E+01, 4.812E-02, 5.821E-01
 2.921E+01, 4.812E-02, 5.856E-01
 2.922E+01, 4.812E-02, 5.964E-01
 2.923E+01, 4.812E-02, 6.136E-01
 2.924E+01, 4.812E-02, 6.356E-01
 2.925E+01, 4.812E-02, 6.608E-01
 2.926E+01, 4.812E-02, 6.875E-01
 2.927E+01, 4.812E-02, 7.140E-01
 2.928E+01, 4.812E-02, 7.387E-01
 2.929E+01, 4.812E-02, 7.605E-01
 2.930E+01, 4.812E-02, 7.786E-01
 2.932E+01, 4.812E-02, 7.928E-01
 2.933E+01, 4.812E-02, 8.037E-01
 2.934E+01, 4.812E-02, 8.121E-01
 2.935E+01, 4.812E-02, 8.195E-01
 2.936E+01, 4.812E-02, 8.280E-01
 2.937E+01, 4.812E-02, 8.404E-01
 2.938E+01, 4.812E-02, 8.601E-01
 2.939E+01, 4.812E-02, 8.911E-01
 2.940E+01, 4.812E-02, 9.379E-01
 2.942E+01, 4.812E-02, 1.005E+00
 2.943E+01, 4.812E-02, 1.098E+00
 2.944E+01, 4.812E-02, 1.219E+00
 2.945E+01, 4.812E-02, 1.374E+00
 2.946E+01, 4.812E-02, 1.563E+00
 2.947E+01, 4.812E-02, 1.787E+00
 2.948E+01, 4.812E-02, 2.046E+00
 2.949E+01, 4.812E-02, 2.337E+00
 2.950E+01, 4.812E-02, 2.658E+00
 2.951E+01, 4.812E-02, 3.001E+00
 2.953E+01, 4.812E-02, 3.348E+00
 2.954E+01, 4.812E-02, 3.677E+00
 2.955E+01, 4.812E-02, 3.959E+00
 2.956E+01, 4.812E-02, 4.169E+00
 2.957E+01, 4.812E-02, 4.290E+00
 2.958E+01, 4.812E-02, 4.320E+00
 2.959E+01, 4.812E-02, 4.273E+00
 2.960E+01, 4.812E-02, 4.175E+00
 2.961E+01, 4.812E-02, 4.058E+00
 2.962E+01, 4.812E-02, 3.948E+00
 2.964E+01, 4.812E-02, 3.865E+00
 2.965E+01, 4.812E-02, 3.813E+00
 2.966E+01, 4.812E-02, 3.784E+00
 2.967E+01, 4.812E-02, 3.767E+00
 2.968E+01, 4.812E-02, 3.746E+00
 2.969E+01, 4.812E-02, 3.708E+00
 2.970E+01, 4.812E-02, 3.646E+00
 2.971E+01, 4.812E-02, 3.557E+00
 2.972E+01, 4.812E-02, 3.446E+00
 2.973E+01, 4.812E-02, 3.325E+00
 2.975E+01, 4.812E-02, 3.204E+00
 2.976E+01, 4.812E-02, 3.098E+00
 2.977E+01, 4.812E-02, 3.010E+00
 2.978E+01, 4.812E-02, 2.965E+00
 2.979E+01, 4.812E-02, 2.964E+00
 2.980E+01, 4.812E-02, 3.005E+00
 2.982E+01, 4.812E-02, 3.076E+00
 2.983E+01, 4.812E-02, 3.161E+00
 2.984E+01, 4.812E-02, 3.244E+00
 2.985E+01, 4.812E-02, 3.308E+00
 2.987E+01, 4.812E-02, 3.338E+00
 2.988E+01, 4.812E-02, 3.330E+00
 2.989E+01, 4.812E-02, 3.284E+00
 2.990E+01, 4.812E-02, 3.205E+00
 2.991E+01, 4.812E-02, 3.104E+00
 2.993E+01, 4.812E-02, 2.995E+00
 2.994E+01, 4.812E-02, 2.888E+00
 2.995E+01, 4.812E-02, 2.793E+00
 2.996E+01, 4.812E-02, 2.714E+00
 2.997E+01, 4.812E-02, 2.651E+00
 2.999E+01, 4.812E-02, 2.602E+00
 3.000E+01, 4.812E-02, 2.560E+00
 3.000E+01, 4.812E-02, 2.555E+00
